pdf_name,year,region,project_type,nom_commune,dept,land_surface_ha,power_mwc,longitude,latitude
2021apcvl28.pdf,2021,Centre-Val de Loire,photovoltaïque,Châtillon-sur-Cher,41,32.0,2.0,1.48367796005,47.2867451592
2021apcvl28.pdf,2021,Centre-Val de Loire,photovoltaïque,Chémery,41,32.0,2.0,1.48828738299,47.3579321588
2021apcvl22.pdf,2021,Centre-Val de Loire,photovoltaïque,Mont-Près-Chambord,41,8.0,3.0,,
2021apcvl21.pdf,2021,Centre-Val de Loire,photovoltaïque,Châtillon-sur-Cher,41,6.0,1.0,1.48367796005,47.2867451592
2021apcvl12.pdf,2021,Centre-Val de Loire,photovoltaïque,Nérondes,18,8.75,1.0,2.83841274012,47.0040801539
2021apcvl11.pdf,2021,Centre-Val de Loire,photovoltaïque,Chavannes,18,8.31,7,2.4016571402,46.8639364325
2021apcvl10.pdf,2021,Centre-Val de Loire,photovoltaïque,Corquoy,18,7.8,1.0,2.29746216707,46.8920009794
2021apcvl8.pdf,2021,Centre-Val de Loire,photovoltaïque,Déols,36,15.3,1.0,1.70244266478,46.8403192166
2021apcvl1.pdf,2021,Centre-Val de Loire,photovoltaïque,Neuillé-Pont-Pierre,37,161.0,1.0,0.550024622575,47.5504384264
2020apcvl69.pdf,2020,Centre-Val de Loire,photovoltaïque,Preuilly sur Claise,37,,,,
2020apcvl68.pdf,2020,Centre-Val de Loire,photovoltaïque,Mehun-sur-Yèvre,18,11.5,5.0,2.22043045347,47.1356637883
2020apcvl67.pdf,2020,Centre-Val de Loire,photovoltaïque,Châtre-Langlin,36,7.5,1.0,1.38754317805,46.4097629737
2020apcvl64.pdf,2020,Centre-Val de Loire,photovoltaïque,Saint-Cyr-en-Val,45,38.4,1.0,1.95982379984,47.8140953159
2020apcvl62.pdf,2020,Centre-Val de Loire,photovoltaïque,Morthomiers,18,,1.0,2.27235598629,47.0436630553
2020apcvl61.pdf,2020,Centre-Val de Loire,photovoltaïque,Beauce la Romaine,41,24.0,1.0,1.53361751623,47.9026361174
2020apcvl61.pdf,2020,Centre-Val de Loire,photovoltaïque,Beauce la Romaine,41,24.0,1.0,1.53361751623,47.9026361174
2020apcvl61.pdf,2020,Centre-Val de Loire,photovoltaïque,Beauce la Romaine,41,24.0,1.0,1.53361751623,47.9026361174
2020apcvl61.pdf,2020,Centre-Val de Loire,photovoltaïque,Beauce la Romaine,41,24.0,1.0,1.53361751623,47.9026361174
2020apcvl61.pdf,2020,Centre-Val de Loire,photovoltaïque,Beauce la Romaine,41,24.0,1.0,1.53361751623,47.9026361174
2020apcvl61.pdf,2020,Centre-Val de Loire,photovoltaïque,Beauce la Romaine,41,24.0,1.0,1.53361751623,47.9026361174
2020apcvl61.pdf,2020,Centre-Val de Loire,photovoltaïque,Beauce la Romaine,41,24.0,1.0,1.53361751623,47.9026361174
2020apcvl59.pdf,2020,Centre-Val de Loire,photovoltaïque,Nogent-le-Rotrou,28,10.5,9.0,0.804048016354,48.3176302432
2020apcvl58.pdf,2020,Centre-Val de Loire,photovoltaïque,Prudemanche,28,16.6,1.0,1.13416780653,48.7214056667
2020apcvl57.pdf,2020,Centre-Val de Loire,photovoltaïque,Arpheuilles,18,104.0,1.0,2.56799217336,46.791585762
2020apcvl55.pdf,2020,Centre-Val de Loire,photovoltaïque,Velles,36,,,1.63686768845,46.69976205
2020apcvl54.pdf,2020,Centre-Val de Loire,photovoltaïque,Saint-Cyran-du-Jambot,36,,,1.15675534886,47.0224840365
2020apcvl46.pdf,2020,Centre-Val de Loire,photovoltaïque,Hommes,37,,,0.283302137982,47.4233057028
2020apcvl43.pdf,2020,Centre-Val de Loire,photovoltaïque,Marmagne,18,,,2.27075651411,47.0892553874
2020apcvl40.pdf,2020,Centre-Val de Loire,photovoltaïque,Beauce-la-Romaine,41,14.5,,,
2020apcvl34.pdf,2020,Centre-Val de Loire,photovoltaïque,Groutte,18,17.0,,2.5127413479,46.689480572
2020apcvl28.pdf,2020,Centre-Val de Loire,photovoltaïque,Langeais,37,10.0,10.5,0.367495526989,47.3498571755
2020apcvl22reduit.pdf,2020,Centre-Val de Loire,photovoltaïque,Pernay,37,,,0.518019971725,47.4537949892
2020apcvl16.pdf,2020,Centre-Val de Loire,photovoltaïque,Marmagne,18,23.0,,2.27075651411,47.0892553874
2020apcvl14.pdf,2020,Centre-Val de Loire,photovoltaïque,Mâron,36,39.0,,1.85819593148,46.8006352308
20200127_varennes_changy_pv_decision.pdf,2020,Centre-Val de Loire,photovoltaïque,Varennes-Changy,45,16.0,,2.6635119696,47.8623950177
2020apcvl2_central-photovoltaique_billy.pdf,2020,Centre-Val de Loire,photovoltaïque,,,,,,
2019apcvl78_centrale-photovoltaique_gievres.pdf,2019,Centre-Val de Loire,photovoltaïque,Gièvres,41,11.0,,1.67026537552,47.2892098162
20191011_centrale-photovoltaique_coings.pdf,2019,Centre-Val de Loire,photovoltaïque,,,12.1,1.0,,
2018apcvl70_avis_pv_billy.pdf,2018,Centre-Val de Loire,photovoltaïque,,,6.0,6.34,,
2018apcvl44.pdf,2018,Centre-Val de Loire,photovoltaïque,,,8.8,,,
avis_mrae_pv_agrivoltaique_aleria_vdef.pdf,2025,Corse,agrivoltaïque,Aléria,2B,33.0,21.3,9.495645512,42.1059105058
avis_mrae_pv_agrivoltaique_aleria_vdef.pdf,2025,Corse,agrivoltaïque,Aléria,2B,33.0,21.3,9.495645512,42.1059105058
avis_mrae_photovoltaique_volpajola_vdef.pdf,2025,Corse,photovoltaïque,Volpajola,2B,1.24,1.66,9.36071505878,42.5200129525
avis_mrae_photovoltaique_volpajola_vdef.pdf,2025,Corse,photovoltaïque,Volpajola,2B,1.24,1.66,9.36071505878,42.5200129525
avis_mrae_extension_pv_penta-di-casinca_vdef.pdf,2025,Corse,photovoltaïque,Penta di Casinca,2B,31.85,17.5,,
avis_mrae_novella_pv_corsica-sole-vdef_1_-2.pdf,2025,Corse,photovoltaïque,Novella,2B,10.0,3.5,9.1035165681,42.5972996408
avis_mrae_tox_pv_corsica-sole_v_def.pdf,2025,Corse,photovoltaïque,Tox,2B,7.35,4.7,9.44292921906,42.2442032331
avis_mrae_olmeta-di-tuda_pv_corsica-sole_vdef.pdf,2025,Corse,photovoltaïque,Olmeta di Tuda,2B,10.0,24.0,,
avis_mrae_san-gavino-di-carbini_pv_sas-des-naiades_vdef.pdf,2024,Corse,agrivoltaïque,San-Gavino-Di-Garbini,2A,18.8,12.0,,
mrae_avis_pv_tallone_vdef-2.pdf,2024,Corse,photovoltaïque,Tallone,2B,21.0,12.0,9.46562453139,42.1844920407
mrae_avis_pv_tallone_vdef-2.pdf,2024,Corse,photovoltaïque,Tallone,2B,21.0,12.0,9.46562453139,42.1844920407
avis_mrae_solaire_aghione_pv_akuo_vdef.pdf,2024,Corse,photovoltaïque,Aghione,2B,600.0,42.3,9.41152525552,42.0985000918
avis_mrae_solaire_aghione_pv_akuo_vdef.pdf,2024,Corse,photovoltaïque,Pietroso,2B,600.0,42.3,9.30101859911,42.1256196536
mrae_avis_pv_renno_-_vdef.pdf,2024,Corse,photovoltaïque,Renno,2A,25.0,12.0,8.8197756757,42.2067544831
avis_mrae_solaire_pianottoli_pv_akuo_vdef.pdf,2024,Corse,photovoltaïque,Pianottoli-Caldarello,2A,5.08,3.0,9.04899145818,41.5046258305
mrae_avis_pv_olmiccia_corsica_energia_vdef-2.pdf,2024,Corse,photovoltaïque,Olmiccia,2A,25.0,14.8,9.03297164192,41.6701338778
mrae_avis_pv_olmiccia_corsica_energia_vdef-2.pdf,2024,Corse,photovoltaïque,Sainte-Lucie-de-Tallano,2A,25.0,14.8,9.06116918689,41.6682904009
mrae_avis_aleria_frassone_vdef-2.pdf,2024,Corse,photovoltaïque,Aléria,2B,20.0,15.0,9.495645512,42.1059105058
mrae_avis_aleria_frassone_vdef-2.pdf,2024,Corse,photovoltaïque,Aléria,2B,20.0,15.0,9.495645512,42.1059105058
mrae_avis_morosaglia_pv_vdef.pdf,2023,Corse,photovoltaïque,MOROSAGLIA,2B,1.7,1.8,,
mrae_avis_cuttoli_corticchiato_pv_vdef.pdf,2023,Corse,photovoltaïque,CUTTOLI-CORTICCHIATO,2A,30.0,19.7,,
mrae_avis_propriano_pv_vdef.pdf,2023,Corse,photovoltaïque,PROPRIANO,2A,50.0,5.0,,
mrae_avis_bocognano_pv_vdef.pdf,2023,Corse,photovoltaïque,BOCOGNANO,2A,2.3,2.36,,
mrae_avis_bonifacio_pv_vdef.pdf,2022,Corse,photovoltaïque,BONIFACIO,2A,48.6,22.7,,
mrae_avis_biguglia_vdef.pdf,2022,Corse,photovoltaïque,BIGUGLIA,2B,12.0,9.34,,
mrae_avis_morosaglia_ac_vdef.pdf,2022,Corse,photovoltaïque,MOROSAGLIA,2B,2.15,2.0,,
mrae_avis_lucciana_ac_vdef.pdf,2022,Corse,photovoltaïque,LUCCIANA,2B,15.9,,,
mrae_avis_porto-vecchio_ac_vdef.pdf,2022,Corse,photovoltaïque,PORTO-VECCHIO,2A,12.5,5.0,,
mrae_avis_venaco_vdef.pdf,2021,Corse,photovoltaïque,VENACO,2B,4.2,2.0,,
2020apc9.pdf,2021,Corse,photovoltaïque,Pieve,2B,12.0,,,
2020apc7.pdf,2020,Corse,photovoltaïque,Aleria,2B,10.0,3.8,,
2020apc6.pdf,2020,Corse,photovoltaïque,Aleria,2B,14.0,10.0,,
2020apc3.pdf,2020,Corse,photovoltaïque,Aghione,2B,1150.0,4.0,9.41152525552,42.0985000918
2020apc1.pdf,2020,Corse,photovoltaïque,Prato-di-Giovellina,2B,3.6,1.85,9.16926425696,42.4191789343
2025apge69.pdf,2025,Grand Est,photovoltaïque,Duppigheim (67120),960,23.8,27.44,,
2025apge69.pdf,2025,Grand Est,photovoltaïque,Entzheim (67,960,23.8,27.44,,
003052_a_p.pdf,2025,Grand Est,agrivoltaïque,,,,,,
2025apge72-1.pdf,2025,Grand Est,photovoltaïque,Mourmelon-le-Grand,51,12.45,19.8,4.38710569439,49.1326106985
2025apge56.pdf,2025,Grand Est,photovoltaïque,Sillery,51,6.05,,4.13941524041,49.1921396501
002414_a_p.pdf,2025,Grand Est,photovoltaïque,Villers-Semeuse,08,,,4.7510548564,49.7411448562
2025apge54.pdf,2025,Grand Est,photovoltaïque,Cheppes-la-Prairie,51,22.0,9.54,4.44216733433,48.8177073997
2025apge53.pdf,2025,Grand Est,photovoltaïque,Metz,57,3.6,2.0,6.1955245421,49.1081133279
2025apge53.pdf,2025,Grand Est,photovoltaïque,Metz,57,3.6,2.0,6.1955245421,49.1081133279
2025apge53.pdf,2025,Grand Est,photovoltaïque,Metz,57,3.6,2.0,6.1955245421,49.1081133279
2025apge51.pdf,2025,Grand Est,photovoltaïque,Aougny,51,90.0,,3.72490243283,49.1874469545
2025apge47.pdf,2025,Grand Est,photovoltaïque,Andelot-Blancheville,52,139.7,,5.28592728312,48.2358357276
2025apge47.pdf,2025,Grand Est,photovoltaïque,Andelot-Blancheville,52,139.7,,5.28592728312,48.2358357276
2025apge46.pdf,2025,Grand Est,photovoltaïque,Gondrecourt-le-Château,55,30.6,,5.50567222525,48.4927414057
2025apge46.pdf,2025,Grand Est,photovoltaïque,Gondrecourt-le-Château,55,30.6,,5.50567222525,48.4927414057
2025apge46.pdf,2025,Grand Est,photovoltaïque,Gondrecourt-le-Château,55,30.6,,5.50567222525,48.4927414057
001756_a_p.pdf,2025,Grand Est,photovoltaïque,Saint Thierry,51,,,,
2025apge48.pdf,2025,Grand Est,photovoltaïque,Chambroncourt,52,8.34,,5.39965495154,48.3521665045
2025apge44.pdf,2025,Grand Est,photovoltaïque,Eschau,67,20.0,,7.72955536654,48.4832295386
2025apge43.pdf,2025,Grand Est,photovoltaïque,Koeur-la-Petite,55,58.2,,,
2025apge37.pdf,2025,Grand Est,photovoltaïque,Germiny,51,76.2,,,
2025apge37.pdf,2025,Grand Est,photovoltaïque,Rosnay,51,76.2,,3.85701228085,49.2565896564
2025apge37.pdf,2025,Grand Est,photovoltaïque,Treslon,51,76.2,,3.82706094707,49.2417966857
2025apge35.pdf,2025,Grand Est,photovoltaïque,Gondrecourt-Aix,54,100.0,13.59,5.76236135673,49.2444148346
2025apge31.pdf,2025,Grand Est,photovoltaïque,PRENY,54,49.0,15.18,,
2025apge32-1.pdf,2025,Grand Est,photovoltaïque,Beauchemin,52,5.7,,5.24775917113,47.9178737226
2025apge24.pdf,2025,Grand Est,photovoltaïque,Sorcy-Saint-Martin,55,20.0,9.561,5.6607909695,48.719302425
2025apge22.pdf,2025,Grand Est,photovoltaïque,Amanty,55,54.92,43.04,5.60410565546,48.5151526576
2025apge19.pdf,2025,Grand Est,photovoltaïque,Vouthon-Haut,55,22.4,20.1,5.60221819722,48.4742260699
2025apge23.pdf,2025,Grand Est,photovoltaïque,Punerot,88,17.0,,5.81474360261,48.4769780957
2025apge15.pdf,2025,Grand Est,photovoltaïque,Rothière,10,18.0,13.873,4.58555287029,48.3381400722
2025apge14.pdf,2025,Grand Est,photovoltaïque,Longeville sur Mogne,10,42.0,,,
2025apge7.pdf,2025,Grand Est,photovoltaïque,Amanty,55,24.57,,5.60410565546,48.5151526576
2025apge7.pdf,2025,Grand Est,photovoltaïque,Vouthon-Bas,55,24.57,,5.61374554666,48.4892446628
2025apge2.pdf,2025,Grand Est,photovoltaïque,Dognéville,88,36.0,,,
2024apge151.pdf,2024,Grand Est,photovoltaïque,Saint-Benoist-sur-Vanne,10,230.0,,3.66828750117,48.2352398291
2024apge151.pdf,2024,Grand Est,photovoltaïque,Vulaines,10,230.0,,3.62649011278,48.2404690972
2024apge146.pdf,2024,Grand Est,photovoltaïque,Dierrey-Saint-Julien,10,48.7,,3.83470708192,48.3050645625
2024apge146.pdf,2024,Grand Est,photovoltaïque,Estissac,10,48.7,,3.81076673969,48.2557294277
2024apge146.pdf,2024,Grand Est,photovoltaïque,Estissac,10,48.7,,3.81076673969,48.2557294277
2024apge144.pdf,2024,Grand Est,photovoltaïque,Saint-Gibrien,51,13.0,,4.29499737261,48.9746985932
2024apge140.pdf,2024,Grand Est,photovoltaïque,Réchicourt-le-Château,57,107.3,32.27,6.84276180766,48.678407747
2024apge139.pdf,2024,Grand Est,,,,69.0,,,
2024apge138.pdf,2024,Grand Est,photovoltaïque,Faverolles,52,20.8,12.26,5.22561749902,47.9535166477
2024apge135.pdf,2024,Grand Est,photovoltaïque,L’Hôpital,57,3.7,1.0,,
2024apge134.pdf,2024,Grand Est,photovoltaïque,Cloyes-sur-Marne,51,15.96,17.0,4.64206905718,48.6612318612
2024apge133.pdf,2024,Grand Est,photovoltaïque,Vesvres-sous-Chalancey,52,3.3,1.0,5.17073363819,47.6952316016
2024apge131.pdf,2024,Grand Est,photovoltaïque,Bischoffsheim,67,52.0,22.0,7.52599035848,48.4855267183
2024apge129.pdf,2024,Grand Est,photovoltaïque,Juvancourt,10,29.0,,4.81270579284,48.1165186849
2024apge127.pdf,2024,Grand Est,photovoltaïque,Langres,52,7.96,,5.33880466821,47.8591544821
2024apge127.pdf,2024,Grand Est,photovoltaïque,Langres,52,7.96,,5.33880466821,47.8591544821
2024apge123.pdf,2024,Grand Est,photovoltaïque,Eywiller,67,5.0,3.34,7.12428089902,48.8716690735
2024apge121.pdf,2024,Grand Est,photovoltaïque,Seingbouse,57,32.0,5.1,6.83222968228,49.1079438712
2024apge121.pdf,2024,Grand Est,photovoltaïque,Farébersviller,57,32.0,5.1,6.86777677982,49.1168142079
2024apge120.pdf,2024,Grand Est,photovoltaïque,Creutzwald,57,80.0,6.1,6.68082893611,49.2091115915
2024apge103.pdf,2024,Grand Est,photovoltaïque,Eschau,67,19.6,,7.72955536654,48.4832295386
2024apge98.pdf,2024,Grand Est,agrivoltaïque,Domjevin,54,159.0,,6.69825075007,48.5805107093
2024apge97.pdf,2024,Grand Est,photovoltaïque,Herbéviller,54,159.0,,6.75411067546,48.5530200075
2024apge95.pdf,2024,Grand Est,photovoltaïque,Sainte-Ménehould,51,7.1,,,
2024apge93.pdf,2024,Grand Est,photovoltaïque,Éblange,57,13.0,1.0,6.4871272432,49.2217423553
2024apge93.pdf,2024,Grand Est,photovoltaïque,Ottonville,57,13.0,1.0,6.52231246205,49.2161203101
2024apge91.pdf,2024,Grand Est,photovoltaïque,Chaussée-sur-Marne,51,25.02,,4.54286173009,48.8433156105
2024apge90.pdf,2024,Grand Est,photovoltaïque,Saint-Christophe-Dodinicourt,10,29.2,1.0,4.47362272662,48.4331543584
2024apge90.pdf,2024,Grand Est,photovoltaïque,Lassicourt,10,29.2,1.0,4.50042412067,48.4357415556
2024apge90.pdf,2024,Grand Est,photovoltaïque,Rosnay-l’Hôpital,10,29.2,1.0,,
2024apge89.pdf,2024,Grand Est,photovoltaïque,Bernon,10,81.9,40.0,3.99246812197,47.9870798337
2024apge85.pdf,2024,Grand Est,photovoltaïque,Maurupt-le-Montois,51,12.6,14.5,4.856551791,48.7312980227
2024apge81.pdf,2024,Grand Est,photovoltaïque,Pont sur Seine,10,15.8,,,
2024apge77.pdf,2024,Grand Est,agrivoltaïque,Villechétif,10,138.0,38.0,4.14937893854,48.3182253913
2024apge77.pdf,2024,Grand Est,agrivoltaïque,Villechétif,10,138.0,38.0,4.14937893854,48.3182253913
2024apge77.pdf,2024,Grand Est,agrivoltaïque,Creney-près-Troyes,10,138.0,38.0,4.13898615195,48.342847974
2024apge77.pdf,2024,Grand Est,agrivoltaïque,Creney-près-Troyes,10,138.0,38.0,4.13898615195,48.342847974
2024apge77.pdf,2024,Grand Est,agrivoltaïque,Mesnil-Sellières,10,138.0,38.0,4.20667057813,48.3358644177
2024apge73.pdf,2024,Grand Est,photovoltaïque,Hauconcourt,57,3.4,1.0,6.18435511357,49.2113038601
2024apge69.pdf,2024,Grand Est,photovoltaïque,Mazerny,08,16.7,,4.61820857627,49.610898748
2024apge66.pdf,2024,Grand Est,photovoltaïque,Charmes-la-Grande,52,364.0,,4.99607090848,48.3839955278
2024apge64.pdf,2024,Grand Est,photovoltaïque,Broussy-le-Grand,51,51.0,,3.87056310376,48.7889797353
2024apge63.pdf,2024,Grand Est,photovoltaïque,,,20.6,14.4,,
2024apge61.pdf,2024,Grand Est,photovoltaïque,Reims-la-Brûlée,51,9.8,1.0,4.66793528602,48.7216063085
2024apge61.pdf,2024,Grand Est,photovoltaïque,Vauclerc,51,9.8,1.0,4.67364422061,48.7072494854
2024apge60.pdf,2024,Grand Est,photovoltaïque,Rivières-Henruel,51,4.0,,4.5419723092,48.6507854512
2024apge59.pdf,2024,Grand Est,photovoltaïque,Regniowez,08,78.0,1.0,4.41489817556,49.9257731775
2024apge59.pdf,2024,Grand Est,photovoltaïque,Eteignières,08,78.0,1.0,,
2024apge59.pdf,2024,Grand Est,photovoltaïque,Taillette,08,78.0,1.0,4.47480367257,49.9272427923
2024apge53.pdf,2024,Grand Est,photovoltaïque,Romilly-sur-Seine,10,43.2,,3.72154151549,48.5185939749
2024apge49.pdf,2024,Grand Est,photovoltaïque,Drosnay,51,29.6,1.0,4.61843085451,48.5730970733
2024apge38.pdf,2024,Grand Est,photovoltaïque,Bure,55,11.5,,5.34677594949,48.5093297187
2024apge36.pdf,2024,Grand Est,photovoltaïque,Brienne-le-Château,10,73.4,34.0,4.53928532253,48.3974195288
2024apge29.pdf,2024,Grand Est,photovoltaïque,Maizières-lès-Metz,57,10.0,,6.15614048077,49.2085175228
2024apge23.pdf,2024,Grand Est,photovoltaïque,Neufchâteau,88,6.1,,5.69131913979,48.3565023559
2024apge21.pdf,2024,Grand Est,photovoltaïque,Hymont,88,7.7,,6.13751849578,48.2640115227
2024apge6.pdf,2024,Grand Est,photovoltaïque,Brechainville,88,15.67,,5.50625429901,48.3631682748
2024apge4.pdf,2024,Grand Est,photovoltaïque,Remennecourt,55,115.8,19.9,4.91706495138,48.7994502862
2024apge4.pdf,2024,Grand Est,photovoltaïque,Rancourt-sur-Ornain,55,115.8,19.9,4.91562191671,48.8201062551
2024apge1-2.pdf,2024,Grand Est,photovoltaïque,Celles-en-Bassigny,52,61.5,1.0,5.55156066281,47.9119135852
2023apge133.pdf,2023,Grand Est,photovoltaïque,Neuville-sur-Ornain,55,25.62,11.28,5.0508300311,48.8215154399
2023apge130.pdf,2023,Grand Est,photovoltaïque,Erstein,67,3.4,2.2,7.68523629922,48.4213687934
2023apge130.pdf,2023,Grand Est,photovoltaïque,Erstein,67,3.4,2.2,7.68523629922,48.4213687934
2023apge126.pdf,2023,Grand Est,photovoltaïque,Montreuil-sur-Thonnance,52,22.46,,5.23455952263,48.4595853523
2023apge126.pdf,2023,Grand Est,photovoltaïque,Thonnance-lès-Joinville,52,22.46,,5.18737757983,48.4622070885
2023apge123.pdf,2023,Grand Est,photovoltaïque,Rochetaillée,52,19.06,,5.11949041982,47.848841047
2023apge123.pdf,2023,Grand Est,photovoltaïque,Rochetaillée,52,19.06,,5.11949041982,47.848841047
2023apge122.pdf,2023,Grand Est,photovoltaïque,Neuilly l’Évêque,52,32.0,11.7,,
2023apge121.pdf,2023,Grand Est,photovoltaïque,Chamarandes-Choignes,52,128.0,1.0,5.18945345266,48.1022459554
2023apge121.pdf,2023,Grand Est,photovoltaïque,Chamarandes-Choignes,52,128.0,1.0,5.18945345266,48.1022459554
2023apge121.pdf,2023,Grand Est,photovoltaïque,Chamarandes-Choignes,52,128.0,1.0,5.18945345266,48.1022459554
2023apge121.pdf,2023,Grand Est,photovoltaïque,Laville-aux-Bois,52,128.0,1.0,5.23950555481,48.0896326089
2023apge116.pdf,2023,Grand Est,photovoltaïque,Polisot,10,20.86,,4.35467201881,48.0731308574
2023apge115.pdf,2023,Grand Est,photovoltaïque,Anglure,51,12.21,10.4,3.8174517586,48.5873514274
2023apge114.pdf,2023,Grand Est,photovoltaïque,Jœuf,54,15.0,,6.01169605322,49.2320250417
2023apge109.pdf,2023,Grand Est,photovoltaïque,Vignory,52,82.7,62.5,5.08951990521,48.2756379493
2023apge106-2.pdf,2023,Grand Est,photovoltaïque,Bitche,57,3188.0,3.04,7.459601871,49.0473471719
2023apge105.pdf,2023,Grand Est,agrivoltaïque,Rimaucourt,52,10.5,9.47,5.34969223549,48.2480091505
2023apge105.pdf,2023,Grand Est,agrivoltaïque,Vignes-la-Côte,52,10.5,9.47,5.31184668552,48.2716451194
2023apge104.pdf,2023,Grand Est,photovoltaïque,Dompcevrin,55,12.0,,5.46777370123,48.9279404037
2023apge99.pdf,2023,Grand Est,photovoltaïque,Toul,54,3.5,1.0,5.89508449535,48.6865463937
2023apge96.pdf,2023,Grand Est,photovoltaïque,Chamagne,88,7.43,8.0,6.29230922358,48.4085056939
2023apge95.pdf,2023,Grand Est,photovoltaïque,Illkirch-Graffenstaden,67,37.75,1.0,7.73129588098,48.5200498962
2023apge94.pdf,2023,Grand Est,photovoltaïque,Mourmelon-le-Grand,51,16.5,12.78,4.38710569439,49.1326106985
2023apge85.pdf,2023,Grand Est,photovoltaïque,Homécourt,54,11.4,16.0,5.99270563767,49.222479805
2023apge81.pdf,2023,Grand Est,photovoltaïque,Villemoyenne,10,7.64,1.0,4.24708790908,48.1878192236
2023apge79.pdf,2023,Grand Est,agrivoltaïque,Weinbourg,67,27.0,26.72,7.44076815738,48.8716635138
2023apge78.pdf,2023,Grand Est,photovoltaïque,Mareilles,52,61.0,50.0,5.26234657635,48.1744777134
2023apge72.pdf,2023,Grand Est,photovoltaïque,Athis,51,26.5,1.0,4.12566505905,49.0072417062
2023apge71.pdf,2023,Grand Est,photovoltaïque,Leurville,52,7.2,6.38,5.3802826598,48.3369321376
2023apge70.pdf,2023,Grand Est,photovoltaïque,Douzy,08,3636.0,1.0,5.03586246087,49.6732112
2023apge70.pdf,2023,Grand Est,photovoltaïque,Douzy,08,3636.0,1.0,5.03586246087,49.6732112
2023apge68.pdf,2023,Grand Est,photovoltaïque,Lagesse,10,12.23,1.0,4.13301378601,48.01607316
2023apge64.pdf,2023,Grand Est,photovoltaïque,Auzainvilliers,88,15.0,16.7,5.8528751887,48.2367790067
2023apge63.pdf,2023,Grand Est,photovoltaïque,Rosnay-l’Hôpital,10,39.6,,,
2023apge62.pdf,2023,Grand Est,photovoltaïque,,,8.66,1.0,,
2023apge61.pdf,2023,Grand Est,photovoltaïque,Chenevières,54,2000.0,66.9,6.63786246234,48.5218297908
2023apge61.pdf,2023,Grand Est,photovoltaïque,Saint-Clément,54,2000.0,66.9,6.6233621308,48.5424165222
2023apge58.pdf,2023,Grand Est,photovoltaïque,Tramont-Lassus,54,10.47,,5.9666240782,48.4007845601
2023apge53.pdf,2023,Grand Est,photovoltaïque,Chambroncourt,52,8.3,,5.39965495154,48.3521665045
2023apge52.pdf,2023,Grand Est,photovoltaïque,Chermisey,88,1000.0,1.0,5.56909625806,48.4148753305
2023apge51.pdf,2023,Grand Est,photovoltaïque,Habsheim,68,23.4,2.24,7.43344571206,47.726261392
2023apge49.pdf,2023,Grand Est,photovoltaïque,GRAND,88,17.5,15.0,,
2023apge48.pdf,2023,Grand Est,photovoltaïque,Folschviller,57,7.0,,6.68467570512,49.0692645659
2023apge41.pdf,2023,Grand Est,photovoltaïque,Romain-sur-Meuse,52,78527.0,1.0,5.51316926986,48.1863459188
2023apge40.pdf,2023,Grand Est,photovoltaïques,Perthes,52,127.0,65.0,4.81457659756,48.6633775695
2023apge39.pdf,2023,Grand Est,photovoltaïque,Suippes,51,8.7,,4.52591673692,49.125439853
2023apge33.pdf,2023,Grand Est,photovoltaïques,Mourmelon-le-Petit,51,14.9,1.0,4.30596210424,49.1331102957
2023apge33.pdf,2023,Grand Est,photovoltaïques,Mourmelon-le-Grand,51,14.9,1.0,4.38710569439,49.1326106985
2023apge31.pdf,2023,Grand Est,photovoltaïque,,,8.9,,,
2023apge30.pdf,2023,Grand Est,photovoltaïque,Vouillers,51,6.3,,4.8445322469,48.6857312327
2023apge29.pdf,2023,Grand Est,photovoltaïque,Hauteville,51,9.453,1.0,4.77235476532,48.6354922599
2023apge29.pdf,2023,Grand Est,photovoltaïque,Sapignicourt,51,9.453,1.0,4.81229033603,48.6473946256
2023apge28.pdf,2023,Grand Est,photovoltaïque,Diesen,57,,10.2,6.69315944055,49.1755911262
2023apge28.pdf,2023,Grand Est,photovoltaïque,Porcelette,57,,10.2,6.66533625772,49.1603232212
2023apge23.pdf,2023,Grand Est,photovoltaïque,Bisten-en-Lorraine,57,10.0,,6.59958337457,49.1643646232
2023apge20-2.pdf,2023,Grand Est,photovoltaïque,Vittel,88,6.62,5.03,5.95449403029,48.2012893937
2023apge18.pdf,2023,Grand Est,photovoltaïque,Bar-sur-Aube,10,5.5,5.0,4.71595700167,48.2339751025
2023apge17.pdf,2023,Grand Est,photovoltaïque,Cusey,52,66.0,49.42,5.35268671907,47.6250364992
2023apge17.pdf,2023,Grand Est,photovoltaïque,Cusey,52,66.0,49.42,5.35268671907,47.6250364992
2023apge13.pdf,2023,Grand Est,photovoltaïque,Vesaignes-sur-Marne,52,458.0,,5.26348033194,48.0004981057
2023apge12.pdf,2023,Grand Est,photovoltaïque,Chamarandes-Choignes,52,9.0,1.0,5.18945345266,48.1022459554
2023apge12.pdf,2023,Grand Est,photovoltaïque,Chamarandes-Choignes,52,9.0,1.0,5.18945345266,48.1022459554
2023apge12.pdf,2023,Grand Est,photovoltaïque,Chamarandes-Choignes,52,9.0,1.0,5.18945345266,48.1022459554
2023apge11.pdf,2023,Grand Est,photovoltaïques,Seingbouse,57,1.3,,6.83222968228,49.1079438712
2023apge11.pdf,2023,Grand Est,photovoltaïques,Farébersviller,57,1.3,,6.86777677982,49.1168142079
2023apge10.pdf,2023,Grand Est,photovoltaïque,Dompcevrin,55,9.8,8.33,5.46777370123,48.9279404037
