pdf_name,land_surface_ha,power_mwc
p_2024_16032_cible_pv_vouneuil_signe.pdf,8.8,8.092
2021apbfc60_pv_guillon_montagne_verre_89.pdf,19.75,17.55
2023apge23.pdf,10.0,
2021apge7.pdf,32.0,
2023-11-08_mousseaux_les_bray_parc_photovoltaique_-avis_delibere-.pdf,13.0,7.06
p_2021_10754_avis_ae_delegation_centrale_gornac_33_signe.pdf,6.8,6.34
2024apge90.pdf,29.2,1.0
a_2022-4348_creation-parc-pv_ferriere-au-doyen-61_delegue.pdf,20.8,9.3
2024apge138.pdf,20.8,12.26
p_2020_10269_pv_fontenet__17_jt_mrae_signe.pdf,160.0,3.0
190204_mrae_avis_sur_projet_d_amenagement_ilot_d3_zac_de_l_horloge_a_romainville_93_.pdf,51.0,
p_2021_10929_ombrieres_canards_photov_benquet_40__mee_mrae_signe.pdf,75.0,15.916
p_2019_8300_avis_ae_delegation_centrale_arue_roquefort_40_signe.pdf,39.52,
2020appaca58.pdf,7.0,5.0
p_2020_10530_a_parc-photovoltaique_milhac-de-notron_24_mrae_signe-2.pdf,17.5,12.0
2024apge53.pdf,43.2,
p_2020_10182_avisae_collegial_centralebourganeuf_23_mee_mrae-signe.pdf,6.85,2.2
005756ap-avis-pv-tergnier-beautor.pdf,12.1,1.0
avis_mrae_photovoltaique_volpajola_vdef.pdf,1.24,1.66
7131_avis_centrale_photovolt_bugnicourt2v.pdf,19.0,1.0
avis_mrae_2021apo18.pdf,6.0,3.2
p_2019_8495_centrale_mios_avis_mrae_signe.pdf,2500.0,25.8
p_2024_16963_cible_agripv_47.pdf,16.1,9.4
p_2023-14097_pvsol_coulouniex-chamier_24__signe-1.pdf,5.6,4.4
2022apbfc31_centralepv_bourbon_lancy_71.pdf,10.3,12.93
2018apge29.pdf,149.0,145.0
2023apcvl2.pdf,70.0,41.0
p_2024_15955_pv_fouilloux3_lefouilloux_17.pdf,1000.0,1.0
2021apo39.pdf,19.16,17.8
2022appaca45.pdf,2574.0,9.0
2018apge01.pdf,24.0,17.8
2020apo39.pdf,5.7,4.5
8614_parc_photovoltaique_languidic_56_2021apb12_signe.pdf,,3.7
2022apo95.pdf,6.7,6.47
2022appaca51.pdf,13178.8,
2024_apbfc_4324defrichementloulleetmontsurmonnet_39_delibere.pdf,51.4905,
2025apo27.pdf,4.8,4.5
2022apge68.pdf,100.0,29.5
2025apo117.pdf,,
a_2025_6119_installation_agrivoltaique_ecouche-les-vallees.pdf,11.3,
pdl-2022-5886_centralephotovolsol_roezesursarthe_72_2022appdl20.pdf,7.21,
7173_avis_projet_photovoltaique_loon_plage.odt.pdf,24.0,14.9
2025apge24.pdf,20.0,9.561
a_3054_2019_realisation-parc-photovoltaique_soumont-st-quentin.pdf,11.8,7.5
2025apge31.pdf,49.0,15.18
250307_aparaxxx_projetmobhylys_colombiersaugnieu_69_delibere-1-2.pdf,4.99,
p_2017_5799_avis_delegation_photovoltaique_sabres_jt_mrae_signe.pdf,56.2,17.0
2024apo9-2.pdf,30.0,6.32
2021appaca23.pdf,150.0,48.36
a_2025-6086_installation_photovoltaique_la_frenaye_delibere.pdf,9.3,
2025apge19.pdf,22.4,20.1
2020apcvl46.pdf,,
2025apo116.pdf,,
p_2018_7228_centrale_photo_chef_boutonne_79_mls_signe.pdf,2.76,2.626
2025apo102.pdf,26.4,11.53
p_2018_5974_a_mls_signe.pdf,5.2,3.1
p_2023_13881_pv_prindeyrancon_79_signe.pdf,,1.0
2022apge69.pdf,58.9,12.35
2019-006742-41743_6742_implantation_d_une_centrale_photovoltaique_a_gueltas__56_.pdf,,
2025apo26.pdf,17.0,15.7
2024apo32.pdf,68.0,5.0
2023-ara-ap-1624_st_hilairevfinal.pdf,9.0,10.0
2024-01-18_presles_en_brie_avis_commun_avis_delibere.pdf,19.0,3.87
2022appaca44.pdf,15.4,
2023apo94.pdf,37.58,22.66
2022apara131_parcphotovoltaique_labalme_73.pdf,5.5,5.0
p_2023_14269_avis_parc__photovoltaiqueonesse_laharie_40_mee_signe.pdf,57.57,32.9
ap_pv_st_leger_les_paray_71delibere.pdf,58.72,
2022apo80.pdf,7.5,3.1
p_2017_5744_avis_ae_photovoltaique_nogueresetpardies_signe.pdf,28.1,16.8
avis_10308_photovoltaique_bouillac_24_valmee_signe.pdf,19.2,4.3
p_2024_16059_parc_solaire_agrisolaire_saint_sauvant_rouille_86-1.pdf,100.0,1.0
2020apo10.pdf,6.8,4.91
7239_avis_parc_pv_roisel.pdf,5.0,2.965
2022apo57.pdf,2.86,5.1
2021apge61.pdf,33.0,
2023apcvl74.pdf,60.0,55.0
p_2024_16632_pv_mayac_24.pdf,32.0,1.0
20250603_apara1874_pvflottant_lescheroux_01_delibere.pdf,42.0,30.0
8752-avis-centrale-pv-camblain-chatelain.pdf,5.12,1.0
250610_aparaxx_1877_centralepv_etroussat_03.pdf,96.25,33.3
p_2022_13142_agri-photov_tourtres-47mee-rv.pdf,17.0,9.1
pdl-2022-5955_pc_centralephotov_stmarsdudesert_44_2022appdl26.pdf,3.9,2.0
p_2018_7066_a.mlsodt_collegialefinal_signe.pdf,23.6,24.9
p_2023_14149_pv_saint_sever_avis_signe.pdf,5.6,7.2
2024apo149.pdf,6.8,4.8
avi__2019apguy8_ceog_mana_vdef.pdf,140.0,60.0
p_2019_8772_centrale_pv_mailhac_avis_mrae_signe.pdf,5.62,
2025apcvl57.pdf,37.0,17.64
p_2022_12244_pv_jouac_ab.pdf,192.0,10.0
2024apge139.pdf,69.0,
2024apge91.pdf,25.02,
2024apge85.pdf,12.6,14.5
p_2024_16286_avis_centrale_pv_a_hiesse_16_signe.pdf,20.0,8.6
p_2019_8504_a_photovoltaique_urba80_salles_33_.pdf,13.5,
pdl-2023-7261_projet_centralepv_trignac_44_2023appdl97.pdf,21.0,7.8
avis_projet_pv_garchizy_58-_delibere.pdf,6.8,5.95
avi2022_apmar5_pc_ducos_fpv-extension_totalenergies.pdf,4.0,4.2
2022apara19_centralepv_lusigny_03.pdf,138.6,6.29
2019apge77.pdf,54.0,52.0
p_2019_8527_avis_delegation_bessine_gartempe_87_mrae_signe.pdf,118.0,3.26
11618_avistacite_projet_parcpvausol_liffre_35_2024apb66.pdf,,
2023appaca16.pdf,27.0,23.1
8247_avis_projet_centrale_pv_chepy.pdf,5.5,3.75
p_2024_15960_version_modif_cr-4.pdf,12.5,10.0
2021-009334-pv-roquefortdescorbieres-vmrae.pdf,40.0,4.59
7608_avis_pv_coulongescohan.odt.pdf,133.0,88.0
2024appaca26.pdf,6534.0,13.0
2019apge88.pdf,2.45,2.1
p_2018_6787_avis_delegation_centrale_photo_cere_40_signe.pdf,179.7,95.0
2023-07-26_saintgermainlaxis_centrale_photovoltaique_avis_delibere.pdf,15.0,
2022apcvl24.pdf,150.0,106.0
10116_centralephotovoltaique_folgoet_29_2022apb62_mentionsigne.pdf,17.4,21.3
2024appaca17.pdf,11.0,10.0
p_2024_15637_parc_photovoltaique_saint-hilaire-de-la-noaille_33.pdf,18.46,10.95
8812-8813-avis-commun-pv-haynecourt-2.pdf,5.9,6.0
2019apge85.pdf,20.25,10.4
240523_2024apguy7_centrale_photov_cnes_kourou_relu_dk.pdf,5.0,1.0
a_2024-5348_installation_photovoltaique_arelaune-en-seine_delibere.pdf,20.0,3.5
7174_avis_photovalbert.pdf,5.3,4.2
2024apbfc4319projet_pv_avis_trouhaut-21delibere.pdf,36.0,
a_2021-4253_parc-pv_anneville-ambourville_delibere.pdf,200.0,30.8
p_2021_10763_centrale_photovoltaique_coulombiers_86_signe.pdf,766.82,
2024apge134.pdf,15.96,17.0
231107_apara1598_parcpv_chevagnes_thiel_03_delibere.pdf,50.0,34.6
2024apge120.pdf,80.0,6.1
ap-1662-installation_dune_centrale_photovoltaique_au_sol_balan_01_vfinale.pdf,14.0,6.03
pdl-2024-7735_projet-centralepv_modif2-plu_hotellerieduflee_49_2024appdl50_2024apdl26.pdf,5.2,5.0
2025apcvl66.pdf,,
2024apo144.pdf,6.35,5.85
p_2024_15638_avis_collegiale_pv_vendoire-1.pdf,6.5,1.0
2023apge13.pdf,458.0,
p_2023_14040_a_photov_taize-aizie_16_mrae_signe2.pdf,30.0,23.173
12233_avistacite_pc_centralepv_sol_augan_56_2025apb48.pdf,,
2024apo150.pdf,18.9,12.0
a_2022-4681_creation_centrale_photovoltaique_vernon_delibere.pdf,111.2,
p_2023_14385_avis_coll__photovoltaique_ligne_16_collegiale_final.pdf,2.7,2.33
2023apo120.pdf,3.8,5.0
2024apge63.pdf,20.6,14.4
2022-04-21_projet_centrale_photovoltaique_esmans_77__avis_delibere.pdf,5.3,
2024apge77.pdf,138.0,38.0
p_2022_12286_photovolt_vouneuil_sous_biard_86_mee_signe.pdf,7.3,6.6
p_2023_15018_fb_avis_3eme_voie_parc_pv_miossens-lanusse_64.pdf,2.9,4.0
12166_avistacite_centralepvsol_cessonsevigne_35_2025apb38.pdf,,
2023apo66.pdf,3.1,3.1
2021apge44.pdf,30.0,30.0
2020apcvl2_central-photovoltaique_billy.pdf,,
2023apara62_centralepvausol_stromainengal_69.pdf,1.69,
2023apcvl79.pdf,3.7,2.96
avis_mrae_2020apo28.pdf,7.94,7.19
2022apge103.pdf,13.5,30.0
pdl-2023-676centralepv_gueory_soulge_le_ganelon_72_2023appdl32.pdf,4.58,4.4
180601_mrae_avis_centrale_photovoltaique_marcoussis_91.pdf,46.0,
2023apara33_parcpv_lescheroux_01.pdf,30.7,7.19
2021apo21.pdf,13.2,
2023apara1_actuaee_parcpvsolsalzuit_43.pdf,5.86,4.78
2022appaca49.pdf,220.0,
p_2022_12879_avis_ae_delegation_centrale_solaire_landes_de_mounsaut_47_signe.pdf,1900.0,295.0
2022apge64.pdf,33.0,7.8
20250218_araap1815-pvflottant-dompierresurbesbre-03delibere.pdf,10.0,8.5
2022apbfc58_centrale_pv_mec_plu_labergement_les_seurre_21-2.pdf,2883.0,4.9
2025apo127.pdf,1.85,1.5
180522_2018apbfc26_photovoltaique_picarreau_39.pdf,47.0,22.0
2025apo17.pdf,2.73,2.3
4691_info_tacite_parc_photo_amiens.pdf,,
p_2024_15705_avispv_3emev_bergerac_24signe.pdf,3.39,2.95
2025-apo33.pdf,18.5,14.9
p_2022_13166_avis_pv_villefranche-du-queyran_47_mrae_signe.pdf,1900.0,23.02
8639_avis_centrale_photov_haulchin_douchy_thiant.pdf,166.0,1.0
2025apge14.pdf,42.0,
8320_creation_parc_photovoltaique_au_sol_plomelin_29_2020apb72_publie.pdf,,
p_2024_16009_pv_au_sol_saint-romain_86_cr-2.pdf,29.9,28.3
mrae_avis_aleria_frassone_vdef-2.pdf,20.0,15.0
p_2019_8980_avis_delegation_bessine_gartempe_87_signe.pdf,16.0,14.67
p_2024_15750_a_pv_reaup_lisse_47.pdf,1900.0,27.0
avis_pv_vaumas_ap_1766_publication_v2.pdf,138.0,10.36
2020apcvl62.pdf,,1.0
7816__avis_photovoltaique_pc_haulchin.pdf,84.0,1.0
p_2021_10945_parcpv_menesplet_24_mee_mrae_signe.pdf,32.0,10.0
2025apge15.pdf,18.0,13.873
2022apo142.pdf,3.7,3.8
p_2023_13883_3voie_pv_ussel_19_signe.pdf,2.6,2.24
2025apcvl90_centrale_photovoltaique_parc_photovoltaique_de_crucey_2.pdf,,
2025apo126.pdf,2.6,2.3
avis_mrae_2022apo46.pdf,6.0,
2018apgua4.pdf,5.36,
2023-08-02_misy-sur-yonne_parc_photovoltaique_avis_delibere.pdf,7.3,8.5
p_2023_14897_avis_delegation_parc_pv_modifie_ardilleres_17.pdf,3.41,4.58
2021apo20.pdf,3.68,4.2
8041_let_info_tacite_pc_sol_etavigny.pdf,,
20240820-ap4447bfc-agripv_touillon_21delibere.pdf,57.7,38.4
p_2022_13413_rv1.pdf,69.0,12.77
2023apcvl93.pdf,13.3,6.0
2021apge92.pdf,4.1,
2022appaca60.pdf,4.0,3.0
2022apge102.pdf,9.02,9.54
2022apara34_parcpv_coucouron_07.pdf,27.0,10.25
2021apge79.pdf,25.0,11.0
11551_avistacite_construction_centralepvagrivoltaiqueausol_gourlizon_29_2024apb55.pdf,,
avis_mrae_apo98_9764.pdf,12.5,12.6
info_tacite_avis_centrale_villersstpaul.pdf,,
2022apo73.pdf,6.0,
avis_mrae_2022appaca82_3295_3296_projet_de_centrale_photovoltaique_a_trigance_83_.pdf,160.0,15.8
2023-ara-ap-1636_corrige.pdf,19.7,13.3
7408_avis_pv_avesnessurhelpe.odt.pdf,135.0,7.94
20241125_ap_bourglesvalence_26_vym4apublier-2.pdf,20.5,8300.0
2023apge12.pdf,9.0,1.0
avi_2022apreu5_extension_isdnd_centrale_solaire_stpierre.pdf,47.4,25.7
2025apcvl67.pdf,95.0,13.86
190621_apbfc35_parc_solaire_subligny-89-tacite.pdf,,
p_2024_15786_centrale_agrivoltaique_manot_16.pdf,27.0,16.53
2024apge121.pdf,32.0,5.1
2024apge89.pdf,81.9,40.0
2024apge135.pdf,3.7,1.0
2025_09_10_acif_008_centrale_flottovoltaique_grande_paroisse_delibere.pdf,1626.0,
200310_apbfc16_parcphotovoltaique_soing_70.pdf,12.45,6.512
2022-02-24_avis_centrale_solaire_ferolles_attilly_adopte.pdf,37.0,
p_2024_15374_avis_centrale_agripv_montagnac-sur-lede_collegiale_restreinte-1.pdf,40.0,1.0
p_2023_14065_avis_ae_formule_centrale_photovoltaique_saint_martin_ars_86_ab-1.pdf,31.55,20.2
a_2025_6139_installation_agrivoltai_que_tanques_delibere.pdf,9.75,10.0
p_2020_10434_centrale_photovoltaique_chateau_garnier_86_mrae_signe.pdf,9.8,
p_2024_16709_pv_les_courlis_vouneuil_sous_biard_86_vf.pdf,10.5,13.5
p_2018_6718_a_mls_mrae_signe.pdf,31.9,15.78
210526_abfc19_pv_neoen_la_machine_58.pdf,12.6,5.0
a_2025_5856_installation_photovoltaique_sol_sebecourt_delibere.pdf,4.7,
2019apge84.pdf,23.4,25.8
2021-009397-avis_mrae_pv_roquemaure_20210712.pdf,20.0,3.378
avis_mrae_2022appaca75_3257_projet_de_centrale_photovoltaique_a_chateau-arnoux_04_-1.pdf,2.7,1.0
5484_avis_ae_centrale_photovoltaique_plomion.pdf,28.7,28.2
20250505apbfc1698agripv_vermenton_89.pdf,40.019,0.0
p_2018_7721_photovoltaique_saint_priest_taurion_a_signe.pdf,9.5,2.5
2022apcvl16.pdf,32.0,1.0
190314_mrae_avis_sur_le_projet_de_centrale_photovoltaique_a_souppes-sur-loing_77_.pdf,20.6,
p_2025_17169_avis_agri_pv_billanges_87_.pdf,23.7,1.0
2020apge24.pdf,24.34,
2023apara100_parc_pv_chateauneuf_du_rhone_26.pdf,33.0,35.0
p_2022_13057_a_coll_phot_reauplisse_47_mrae_signe.pdf,900.0,27.0
2024appaca28.pdf,477.0,10.0
2019apge86.pdf,19.8,21.0
12135_avistacite_projet_centrale_pv_au_sol_lerheu_35_2025apb28.pdf,,3.6
2023appaca18.pdf,51.6,30.0
2019apge79.pdf,10.9,10.0
2020apbfc31_centrale_photovoltaique_fain_lesmontbard_21.pdf,26.0,5.0
2023-ap-1546-projetagrivotaiqueausol_freyssnet07vfinale.pdf,19.0,9.6
2025apge2.pdf,36.0,
2023appaca30.pdf,6.8,5.0
250617_aparaxx_1883_agripv_noailly_42.pdf,54.9,12.2
p_2020_10156_avis_ae_centrale_photovoltaique_dange-st-romain_86_signe.pdf,7.1,6.5
a-2025-5909-installation-photovoltaique-sol-loucelles_delibere.pdf,5.6,4.65
2024apge123.pdf,5.0,3.34
p_2019_8727_centrale_photovoltaique_bernardan_jouac_87_jt_signe.pdf,192.0,
2020apge8.pdf,26.0,
2024apo153.pdf,,
2023apge10.pdf,9.8,8.33
2018-006090-34455_2018_6090__correctif_modificationcentrale_photovoltaique_edf__fouesnant-pleuven__29_.pdf,,
8224_8225_8226_avis_centrale_photovauby.pdf,31.0,
2024apo147.pdf,3.2,3.24
p_2023_14057_a_pv_magnac-laval_stlegermagnazeix_87_signe.pdf,178.0,61.6
2021apcvl30.pdf,69.0,1.0
titre_du_projet_a_entrer_dans_fichier_proprietes_resume_titre_-_20250328apbfcpvtrucymailly89.pdf,112.0,51.19
p_2024_16410_a_centrale_pv_montastruc_47-1.pdf,23.0,12.8
p_2023_14861_avis_formule_pv_st_sulpice_le_gueretois_23_1_.pdf,4.7,4.98
2024apge60.pdf,4.0,
mrae_avis_bocognano_pv_vdef.pdf,2.3,2.36
avis_2018apguy4_parc_photovoltaique_macrabo.pdf,,
avis_1489_projet_pv_argentine_73versionvalidee.pdf,3.7,3.9
2023apo71.pdf,10.0,10.2
pdl-2021-5538_projetcentralepv_stpaternechevain_2021appdl65.pdf,6.03,
2023apcvl46.pdf,44.0,1.0
p_2021_11931_a_pv_saint-hilaire-la-palud_79_def2_signe.pdf,49060.0,3.0
07052024-ap-1689-pv-pontduchateau-63_definitif.pdf,31.72,38.9
2025apcvl83_centrale_photovoltaique_choudday.pdf,,14.26
2023apbfc47_dpmec_et_projet_pv_flottant_chevenon_58.pdf,3294.0,26.3
2020apo36.pdf,3.1,2.14
2025apo130.pdf,15.0,1.0
2025apo124.pdf,11.1,12.46
210601_apbfc21_parc_photovoltaique_saint_prive_89.pdf,2500.0,
p_2018_6553_avis_ae_collegial_parc__phot_ussel_signe.pdf,25.0,9.0
2022-010147_avis_pv_la-bruguiere_vmrae.pdf,24.0,23.0
p_2023_13882_avis_a_l_occasion_du_parc_photovoltaique_niort-79_mee_rv.pdf,3.1,2.23
7722_avis_centrale_photovolt_bugnicourt.pdf,16.5,1.0
p_2019_8894_a_solaire_coulonges-thouarsais_79_mrae_signe.pdf,9.6,5.0
avi_2020apgua4_centrale_pole_caraibes.pdf,4.5,
12283_avistacite_projet_centralepvsol_clotures_plestinlesgreves_22_2025apb59.pdf,,
p_2024_15979_pv_guitinieres-4.pdf,500.0,22.64
2021appaca10.pdf,290.0,29.2
2020apcvl61.pdf,24.0,1.0
2022apge99.pdf,61.0,35.9
2024-ap-1772-parc_pv-vagnas-avisae_publication.pdf,12000.0,2.0
p_2024_16708_pv_agrivoltaique_availles_limouzine_86.pdf,7.4,5.0
10904_avis_parcphotovoltaiquelachapellebouexic_35_2023apb66.pdf,4.9,
2022apo141.pdf,6.75,4.91
p_2024_15660_proc-commune_pv_stmartialartenset_24.pdf,5.1,5.2
2025apo15.pdf,24.88,13.47
2024apo15.pdf,2.2,2.0
11932_avistacite_construction_centralepv_legrandfougeray_35_2025apb8.pdf,,
p_2019_8966_parc_photovoltaique_sigoules_flaugeac_24_jt_mrae_signe.pdf,68.79,12.5
2025apo125.pdf,16.9,9.13
2025apcvl87_construction_d_un_parc_pv_a_azay-le-rideau_37_.pdf,,
p_2024_16218_avis_ae_delegation_centrale_cabanac_33.pdf,38.9,26.2
2025apo29.pdf,3.0,
p_2019_7858_centrale_linxe_avis_signe.pdf,15.0,
p_2023_15092_avisae_formule_3_voie_pv_verteuil_agenais_47_signe.pdf,11.53,9.3
2024apo29.pdf,35.0,1.0
2021apo23.pdf,29.0,30064.0
2020apo23.pdf,8.9,
p_2020_9459_avis_ae_centrale_lichere_belin-beliet_33_mrae_signe.pdf,26.0,
a_2025_5857_installation_photovol_gonfreville_l-orcher_delibere.pdf,43.0,
mrae_avis_biguglia_vdef.pdf,12.0,9.34
2023apcvl90.pdf,36.6,1.0
2022appaca77.pdf,,
p_2019_8085_ae_pv_salles_mrae_signe.pdf,132.0,55.7
2023apo58.pdf,30.0,25.0
8039__avis_centrale_photovolt_haynecourt.pdf,148.0,20.671
avi_apreu12_centrale_photovoltaique_rivieredesgalets.pdf,4.4,
2021apge46.pdf,5.0,30.0
2024apge61.pdf,9.8,1.0
8402_avis_pv_seringes_nesles.pdf,4.9,1.0
2023apo122.pdf,7.28,11.0
10407_photovoltaique_meneac_56_2023apb17_mentionsignee.pdf,19.0,1.0
2023apbfc11_pv_annay_la_cote_89.pdf,17.7,20.66
2023apo136.pdf,18.0,1.41
2020appaca56.pdf,2.3,
p_2024_16332_centrale_agrivoltaique_st-pardoux-et-vielvic_24.pdf,20.0,14.7
p_2023_14168_a_pv_puch-d-agenais_47-1_rv.pdf,16.7,11.0
220408_aparaxx-centrale_photovoltaique_au_sol-domerat-03_delibere.pdf,70.0,45.0
2024apge49.pdf,29.6,1.0
a_2025_6260_installation_agrivoltaique_ranes_61_delibere.pdf,17.68,10.7
2024apo146.pdf,4.04,4.21
p_2022_13141_a_centrale_birac_47_mrae_signe.pdf,13.16,3.5
avis_mrae_novella_pv_corsica-sole-vdef_1_-2.pdf,10.0,3.5
2024apo135-2.pdf,3.0,2.44
2023apge11.pdf,1.3,
2023apge39.pdf,8.7,
avi_2020apguy4_centrale_photovoltaique_camopi_2-2.pdf,0.9,1.0
pdl-2021-5198_centralepv_valeco_courgenard_72_2021appdl29.pdf,6.7,4.8
2023appaca31.pdf,2.4,2.035
p_2024_16388_pv_fargues_sur_ourbise_47.pdf,11.5,14.0
2019apge78.pdf,12.0,10.0
2023appaca19.pdf,41.0,1.0
2019apge87.pdf,18.84,15.54
p_2018_6932_delegation_centrale_photovoltaique_st_jory_chalais_24_mls_mrae_signe.pdf,3.22,
p_2020_9770_cr_a_mees_signe.pdf,15.1,17.93
2022apcvl17.pdf,44.0,1.0
2019apge93.pdf,16.9,13.92
p_2021_11011_avis_parcpv_persac_86_signe.pdf,11.0,12.61
pdl-2022-6390_centralepv_la_mazuraie_ombreeanjou_49__2022appdl85.pdf,,3.5
2022apbfc23_pv_les_clerimois_89.pdf,5.42,4.18
200728_apbfc37_pv_akuo_stmartindelamer_21.pdf,25.0,14.0
a_2024-5526_ip_edelweiss_delegue.pdf,14.7,1.0
2022apcvl13.pdf,6.4,3.75
a_2022-4633_centrale-photovoltaique_la_chapelle_mercey_delibere.pdf,17.6,10.0
p_2024_16951_avis_ae_collegiale_centrale_bassillac_et_auberoche_24_3_.pdf,26.9,17.0
p_2023_14988_avis_ae_delegation_centrale_photovoltaique_pompiey_47.pdf,76.8,53.8
p_2018_6885_a_mls_fb_collegiale_signe.pdf,25.5,250.0
6218_avis_parc_agrivoltaique_chouy.pdf,17.0,
projet_pv_flottant_lure_roye-70-20240305delibere.pdf,17.4,4.924
p_2024_15665_avis_ae_formule_centrale_photovoltaique_gardonne_24.pdf,6.0,4.818
190920_apbfc48_photovolt_tracy_58.pdf,8.6,500.0
2025apge7.pdf,24.57,
mrae_avis_pv_tallone_vdef-2.pdf,21.0,12.0
projet_de_parc_photovoltaique_au_sol_au_lieu-dit_sur_la_commune_d_augisey_39_.pdf,31.496,
p_2018_6441_a_mls_signe.pdf,34.0,1.0
p_2024_15480_avis_ae_collegial_restreint_centrale_pv_oradour_16.pdf,2461.0,19.1
2023apbfc2_centralepv_flottant_gueugnon_71.pdf,43.0,11.3
2022apara68_projet_centralepv_stvictor_03.pdf,23.84,19.0
2025apcvl88_centrale_agrivoltaique_au_sol_au_lieu-dit_le_haut-galmain_a_panzoult_37_.pdf,,
231026_ap1614_parcpvsol_voussac_03.pdf,496200.0,38.0
2023apo29-2.pdf,6.7,1.0
p_2023_13985_avis_ae_formule_co_activite_agricole_et_photovoltaique_nerac_47_signe.pdf,18.0,13.78
p_2023_14813_centreal_pv_sol_touverac_16_signe.pdf,4.87,4.69
p_2024_16549_parc_photovoltaique_lessac_16vf.pdf,47.0,1.0
2025apcvl60.pdf,146.0,14.37
p_2023_15011_a_7_.pdf,82.0,1.0
2023apge29.pdf,9.453,1.0
2023-011914_avis_pv-soupex_delegation-valide.pdf,22.0,19.5
2025apcvl48.pdf,,
190314_mrae_avis_sur_projet_de_centrale_photovoltaique_a_gargenville_et_issou_78_.pdf,55.0,24.038
180515_2018apbfc22_parc_photovolt_st_aubin_en_charolais71-tacite.pdf,,
2021apcvl21.pdf,6.0,1.0
2024apge59.pdf,78.0,1.0
2020appaca52.pdf,275.0,
avis_mrae_solaire_aghione_pv_akuo_vdef.pdf,600.0,42.3
5763_avisae_pc_centrae_photovoltaique_wahagnies.pdf,8.76,
2022apo48.pdf,4.0,5.0
8416_let_info_so_centrale_photov_ohain-2.pdf,,
p_2021_11185_photovoltaique_migne_auxances_86_signe.pdf,2896.0,2.24
2023apo60.pdf,3.7,4.0
p_2023_13790_avis_ae_delegation_centrale_solaire_saint-jouvent_87_signe.pdf,20.4,20.4
9537_pv_salsigne-villardonnel_avis_mrae2021apo75.pdf,42.6,18.3
11996_avis_agrivoltaique_marcillerobert_35_2025apb14.pdf,107.0,1.0
p_2021_10762_a_parc-photovoltaique_bousses_47_mrae_signe.pdf,1900.0,44.3
2022apo60.pdf,20.0,2.5
pdl-2022-6397-projet_centralepv_grand-auverne_44_2022appdl79.pdf,16.95,20.34
2023apo74.pdf,17.0,13.3
200219_apara24_photovoltaique_roussas_26_delibere.pdf,30.0,
2020apo27.pdf,,
2020-ara-sainsavin-carriereap-1032v_transmiseym2-2.pdf,6.86,7.7
8985_photovoltaique_sulniac_56_2021apb36_signe.pdf,9.0,
10958_avis_pv_leverger_35_2023apb67_mentionsigne.pdf,1.9,1.0
pdl-2023-7429_projet_centralepv_staignandegdlieu_44_2024appdl1.pdf,18.0,2.95
2023apara81_parc_pv-pont_dain_01.pdf,12.6,500.0
2025apo109.pdf,,
p_2020_10558_pv_belves_mee_mrae_signe.pdf,4.65,
2025apo39.pdf,17.5,4.2
210323_abfc10_parc_solaire_aeroparc_fontaine_reppe_90.pdf,243.0,41.2
p_2024_16045_avis_centrale_pv_au_sol_thc_16_signe.pdf,3.93,3.68
2025apo121.pdf,15.7,8.39
2024apo39.pdf,24.85,11.28
p_2020_9811_a_mee_signe.pdf,1000.0,9.79
2022apge89.pdf,6.0,5.63
2022apbfc3_pv_paron_89.pdf,4.3,3.0
202xapge148.pdf,10.01,5.25
2021appaca14.pdf,33.3,17.1
2020apcvl59.pdf,10.5,9.0
p_2023_14335_a_centrale_pv_araux_64_meesigne-1.pdf,4.4,4.0
2020apcvl58.pdf,16.6,1.0
2024apbfc4259-pvarnay-le-ducdelibere.pdf,7.9,
5176_5177_avis_parc_photovoltaique_rouvignies_wavrechain.pdf,93.0,
2024_4314_pv_eguilly_21_delibere_def.pdf,6.2,
a_2024-5610_installationn-photovoltaique-sol_brieux_delibere.pdf,5.16,6.3
p_2021_11995_pv_pierrieres_17_signe.pdf,3.4,
2020apcvl64.pdf,38.4,1.0
2023-11-22_orgeval_78_avis_centrale_agrivoltaique_avis_delibere.pdf,93.0,
2022apge88.pdf,8.16,8.2
7251_avis_centrale_photovoltaique_hamel.pdf,5.9,6.7
2024apo38.pdf,,
2025apo120.pdf,23.4,13.3
p_2022_13040_a_centrale_agrivoltaique_295ha_durance_signe-1.pdf,1421.0,260.0
p_2024-17000_avis_ae_collegial_centrale_pv_le_temple_33_2_.pdf,230.0,1.0
2023apo5.pdf,7.5,2.5
2025apo38.pdf,3.67,2.4
2025apo10.pdf,262.0,21.0
p_2023_14171_pv_st_pee_sur_nivelle_signe.pdf,8.2,2.75
2024apo10.pdf,,13.88
2025apo108.pdf,,
12414_avistacite_projet_centralepvsol_cleguerec_56_2025apb76.pdf,,
info_tacite_avis_projet_centrale_oxelaere-2.pdf,,
a_2023-4844_installation-photovoltaique-sol_cherbourg_adopte.pdf,2000.0,3.89
avismrae_pv_perneslesfontaines84_07nov2022.pdf,5.6,4.92
2024-ara-ap-1660_teilhede_63_v_ym_fdv2finalcr.pdf,74.0,14.99
201020_apbfc050_pv_sermizelles_89_valide.pdf,10000.0,600.0
2023apo75.pdf,28.0,24.4
p_2018_7105_centrale_photo_passirac_16_mls_signe.pdf,5.0,4.4
2022apo75.pdf,12.1,12.0
2020-008509_projet-avis_pv_soumont_le-bosc_vdelibereemrae.pdf,8.8,3.3
