pdf_name,land_surface_ha,power_mwc
p_2025_17162_17163_avis_ae_delegation_centrale_saint_sever_40vf.pdf,11.0,7.6
2023apge96.pdf,7.43,8.0
projet_photovoltaique_au_sol_du_puits_de_la_loge_-_commune_d_annay-sur-serein_89_-_20250314apbfc000785-89.pdf,29.1,0.8
180531_2018apbfc27_parc_photovolt_st_yan1-1_tacite.pdf,,
p_2020_10429_a_parc-photovoltaique_tombeboeuf_47_signe.pdf,1185.0,8.64
20250408-ap-1852-1857-defrichement-centralepv-orleat-63_publication.pdf,19.0,7.94
p_2023_14476_a_centrale_pv_thouars_79_mrae.pdf,4.9,4.4
2024apo102.pdf,35.0,16.6
2023apge41.pdf,78527.0,1.0
250218_apara1805_parcpv_villebret_03_delibere-2.pdf,36.7,9.4
avis_mrae2020apo19.pdf,2.8,1.6
p_2025_17257_avis_cible_pv_coulbre_chauvigny_86_.pdf,7.9,1.0
2022apcvl84.pdf,30.0,31.0
avis_mrae_2022apo91-2.pdf,,
p_2024_16785_avis_ae_delegation_centrale_solaire_monfaucon_24.pdf,22.33,9.6
2024appaca45.pdf,47000.0,24.3
10099_avis_parcphotovoltaique_vernsurseiche_35_2022apb61_mentionsigne.pdf,7.75,1.0
avis_mrae_2023appaca7_3329_3330_et_apaca8_3351_-_parc_pv_et_revisionno1_du_plu_liee_a_ce_projet_-_varages_83_-bayol_--1.pdf,150.0,22.0
2023apge115.pdf,12.21,10.4
2023apara35_defrichementparcpv_coucouron_07.pdf,27.0,10.25
a_2025-5737-installation-photovoltaique-sol_cornebugle_delegue.pdf,7.45,2.43
2025apcvl93_centrale_photovoltaique_a_noyers_et_la_cour_marigny_45_.pdf,,
p_2024_16705_pv_st_sauvant_86_vf.pdf,109.0,33.7
a_2022-4632__centrale-photovoltaique_saint-andre_delibere.pdf,12.2,12.2
2019apge98.pdf,11.54,10.7
p_2019_9266_a_collegial_signe.pdf,10.6,
8636_photovoltaique_ladominelais_35_2021apb14_signe.pdf,6.0,
p_2019_9134_ae_pv_garlin_et_miramont-sensacq_mrae_signe.pdf,8.7,
pdl_2023_7122_7192_centralepv_segrie_72_2023apdl35_2023appdl81_signe.pdf,34.9,5.0
2022apcvl34.pdf,16.0,2.0
avi_2022_apmar3_pc_centralephotovoltai_que_francois.pdf,6.0,1.7
2023appaca12.pdf,25.5,1.0
p_2024_16667_centrale_pv_genetouze_17_2024-12-06_08-54-11_147.pdf,200.0,43.0
2022apbfc42_pv_givry_71.pdf,2603.0,3.2
012496_avistacite_centralepvausol_orgeres_35_2025apb83.pdf,2.0,
p_2019_8409_avis_ae_delegation_villognon_16_mls_signe.pdf,25.0,23.9
avis_tacite_mrae_2021apo94.pdf,,
12190_avistacite_centralepvausol_plelo_22_2025apb40.pdf,,
avis_mrae_bfc-2024-4416_pv_cressia_2024-delibere.pdf,6.4,
p_2024_15603_avis_agripv_stroamin-et-romagne_86.pdf,23.61,18.08
2023apara68_parc_agrisolairelaforge_saint-voir_03.pdf,52.0,11.43
2025apcvl47.pdf,,
2024apge129.pdf,29.0,
2024apge81.pdf,15.8,
2021apge2.pdf,127.0,
2024apge95.pdf,7.1,
2025apcvl53.pdf,,
8781_avis_pv_agrivoltaique_villersagronaiguizy.pdf,1100.0,52.3
2021apcvl12.pdf,8.75,1.0
2023apo129.pdf,21.0,22.0
p_2021_11372_centrale_st_leger_de_balson_mrae_signe.pdf,26.4,
3558_pa_centrale_photovoltaique_vire_delibere.pdf,5.3,3.6
2025apcvl84.pdf,,
2020appaca49.pdf,33.0,7.0
p_2022_13121_a_photovoltaique_13ha_saint-aubin_mee_signe.pdf,19.0,14.3
241022_aparaxxx_parcpv_serpaize_38_delibere.pdf,7.0,8.1
2023-ara-ap-1638_montilly_etang_guichard_vf.pdf,10.93,11.0
2022apo47.pdf,25.0,17.0
2023apcvl64.pdf,15.0,5.0
pdl-2022-6373_centralephotovoltaiquenoyantvillage_49_2022appdl73.pdf,11.25,10.8
2023apo47.pdf,9.1,7.7
a_2022-4631_centrale_photovoltaique_malleville-sur-le-bec_delibere.pdf,6.62,1.0
2022apo53.pdf,,
2021apge65.pdf,40.4,
2022apge122.pdf,4.8,
2021apge59.pdf,80.0,30.0
p_2018_6662_parc_photovolt_st_bricesurvienne_mrae_signe.pdf,7.2,
p_2018_6995_a_v2_mls_signe.pdf,4.9,
2022appaca40.pdf,6.6,4.87
p_2025_17232_avis_agripv_monsegur_40_signe.pdf,56.5,1.0
p_2018_7584_centrale_photovoltaique_letemplesurlot_47_signe.pdf,65.0,
12632_projet_parcav_lesmesnils_stseglin_35_2025apb98.pdf,23.85,14.3
avismraeno2025apgua8_delibere.pdf,11.25,12.0
p_2024_16871-16872_a_parc_pv_modifie_mignaloux-beauvoir_86.pdf,26.22,20.9
definitif-avis_cible-pv_uxeau-71.pdf,36.15,21.87
p_2021_11030_a_parc-photovoltaique_lesperon_40_signe.pdf,115.0,30.0
p_2019_8917_a_photov_cere_40_mls_signe.pdf,89.8,44.6
2022apge45.pdf,5.8,6.2
2024appaca43-2.pdf,10000.0,
2025apo106.pdf,56.0,21.9
20250401_apara1837_parcpv_combronde_teilhede_63_delibere.pdf,43.0,16.3
2025apcvl89_parc_photovoltaique_au_lieu-dit_le_grand_ormeau_a_sublaines_37_.pdf,,
p_2019_9234_a_solaire-rouillac_16_signe.pdf,27.35,
2025apo36.pdf,4.7,3.0
p_2023_13641_avis_ae_formule_centrale_solaire_villeneuve_17_signe.pdf,3.5,2.33
2024apo22.pdf,4.98,2.8
2024apo36.pdf,5.0,4.29
12164_avis_projet_pv_sol_quedillac_35_2025apb34.pdf,23.0,16.5
2025apo22.pdf,8.1,5.44
2022apge86.pdf,4.3,
2021-009487_defrichement_pv_prevencheres_et_pieddeborne-avismrae.pdf,122.0,129.0
2023apbfc65_projets_agrivoltaiques_hauts_plateaux_89.pdf,78800.0,156.6
2025apge35.pdf,100.0,13.59
p_2019_8224_ae_pv_isle_87_mrae_signe.pdf,38.8,
2019-006821-42483_6821_implantation_d_une_centrale_photovoltaique_a_ruca__22_.pdf,,
2021appaca33.pdf,44.0,22.2
p_2021_11930_avis_parcpv_au_sol_et_flottant_la_chapelle_baton_86_signe.pdf,3.5,2.1
p_2019_7784_avis_ae_delegation_centrale_bergerac_24_signe.pdf,16.0,
p_2021_10428_avis_ae_delegation_centrale_montauriol_47_signe.pdf,148.0,19.5
2025apge72-1.pdf,12.45,19.8
2020apcvl57.pdf,104.0,1.0
2020apcvl43.pdf,,
2021appaca32.pdf,13.55,
p_2024_15519_avis_ae_delegation_centrale_lussac_86-rv.pdf,41.5,20.7
20250509_apbfc_000615_agripv_mottestjean_71.pdf,23.4,
15659_avis_ae_delegation_parc_photovoltaique_boivre_86signe.pdf,33.1,630.0
2022apge87.pdf,8.0,
2024apo37.pdf,3.2,3.1
2025apo23.pdf,5.9,3.0
2025apo37.pdf,5.74,5.595
2024apo23.pdf,23.0,4.26
p_2024_16027_centrale_pv_cazalis_33.pdf,216.0,44.86
p_2020_10029_avis_ae_delegation_centrale_thuilieres__mrae_signe.pdf,18.7,14.74
a_2023-5102_agrivoltaique_mezidon-vallee-d-auge_delibere.pdf,29.0,20.81
2022apbfc39_parc_pv_menestreau_58.pdf,11.5,19.6
2025apo107.pdf,21.8,14.8
2021apo15.pdf,154.5,15.0
p_2024_16901_avis_pv_aillas_33_.pdf,4.02,1.0
11635_avistacite_projet_fermeav_plonevezdufaou_29_2024apb68.pdf,,
p_2024_17016_avis_pv_asnieres-sur-blour_86_.pdf,19.1,1.0
9105_avis_parc_photovoltaique_lachelle.pdf,8.3,8.0
avis_mrae_pv_colombier-fontaine_-_delibere_-_04_03_2024.pdf,3.7,3.54
2022apge123.pdf,34.8,
8851_centrale__photvolt_fontenoy.pdf,32.8,1.0
240614_parc_photovoltaique_flottant_lecheylas_saintemariedalloix_38_vym_vf.pdf,220.0,300.0
10215_avis_tacite_centrale_pv_au_sol_plumelin_56_2022apb67_mentionsigne.pdf,,
190606_mrae_avis_delibere_sur_projet_parc_photovoltaique_a_grandpuits_77_.pdf,,30.0
2021apge64.pdf,13.6,
2023apcvl71.pdf,16.6,1.0
2023apcvl65.pdf,21.7,1.0
251127_apara1960_cp_parcpvalmasa_styorre_03_delibere-2.pdf,3.3,3.8
avis_2023apgua4.pdf,5.0,
p_2022_13195_a_pv_guitinieres_rv.pdf,5.0,
210216_aparaxx_parcpv_grignan_26-vfinale.pdf,523.0,8.8
2021abbfc49_parc_photovoltaique_selongey_21.pdf,29.21,34.5
p_2019_9171_avis_ae_centrale_mouthiers_16_signe.pdf,16.0,
2023apo114.pdf,,
pdl-2023-7152_7153_et_7154_avisprojet_pv_magnilsreigniers_85_2023appdl79.pdf,42.0,25.0
2023apo100.pdf,8.9,1.0
p_2025_17399_aviscibleagripv_perquie40vf.pdf,17.37,9.9
p_2022_13036_avis_ae_delegation_centrale_oradour_87_signe.pdf,72.5,29.7
2020appaca60.pdf,9.7,4.3
2023apge33.pdf,14.9,1.0
2025apcvl52.pdf,,
p_2024_16846_avis_ae_collegial_centrale_agrivoltaique_saint_bonnet_87.pdf,68.16,34.0
2025apcvl46.pdf,,
12292_avistacite_amenagement_projetpv_hippodrome_questembert_35_20252025apb61.pdf,,
p_2022_13266_parcpv_terega_lussagnet_40_mee_signe.pdf,8.1,
avi_2020apgua3_centrale_marie_galante.pdf,16.08,4.9
avis_tacite_mrae_2021apo95.pdf,,
p_2021_10961_pv_saint-vallier_signe-1.pdf,22330.0,
prov1_avis_pv_gommeville_21_2_.pdf,30.5,11.38
p_2023_13610_avis_pv_bassillacauberoche_24_mee_rv.pdf,29.3,12.0
2022apara60_parcpv-saintdidierlaforet-03.pdf,44.2,33.3
221017_apara134_pvsol_saintsantincatales_15.pdf,5.1,3.23
20250708-ara-ap-1894_chalamont_01_delibere.pdf,11.7,6.16
2024appaca23.pdf,6540.0,12.0
p_2020_10247_avis_ae_delegation_centrale_labouheyre_33_signe.pdf,20.0,12.7
2024appaca37.pdf,400.0,
2020apge39.pdf,22.4,30.0
2019apge81-2.pdf,22.9,17.0
2023-ara-ap-1604_vf.pdf,25.0,7.0
a_2023_4843_install_photovoltaique_sol_notredamebliquetuit_delegue.pdf,5.3,3.3
9572_avis_pv_lasbordes_mrae_2021apo74.pdf,12.15,12.0
9841_avis_parc_photovoltaique_landivisiauguiclan_29_2022apb29_signe.pdf,,4.4
a_2023_4959_installation_photovoltaique_les_bouleaux_nd-de-b_delibere.pdf,15.9,11.05
bfc-2024-4550-avis_pv_rigny_sur_arroux_71.pdf,53.16,
11220_avistacite_centralepv_au_sol_gourhel_56_2024apb13.pdf,,
p_2022_12860_pv_avis_mrae_signe.pdf,8.2,
2018-006090-34345_6090__centrale_photovoltaique_edf__fouesnant-pleuven__29_.pdf,,
p_2024_16307_avis_cible_centrale_agripv_persac_86.pdf,15.34,8.8
2021apara98_parcpv_montagny_69_avis_definif.pdf,11.0,3.4
p_2025_17105_pv_cible_avis_millac_86_signe.pdf,134.0,1.0
2020apge1.pdf,3.6,4.0
2025apcvl50.pdf,10.0,2.0
2023apge31.pdf,8.9,
p-2025-17379_a_centrale_pvcompatible_landrais_17.pdf,74.5,1.0
2021apcvl11.pdf,8.31,2.0
2024apge69.pdf,16.7,
a_2023-4818_photovoltaique_aeroport_deauville_st-gatien-des-bois_adopte.pdf,8000.0,
231121_aparaxxx_parcpv_batie-rolland_26.pdf,10.25,5.5
190402_apbfc13_parc_photovolt_pusey-70_tacite.pdf,,
8307_avis_centrale_pv_waziers.pdf,7.2,10.41
p_2023_15033_parc_photovoltaique_magescq_40signe.pdf,37.26,1.0
p_2022_13418_parc_photovoltaiquelacq_2023_01_11.pdf,15.0,1.0
p_2022_13119_avis_ae_delegation_centrale_pompogne_47abv2signe.pdf,1900.0,38.18
2024-03-27_verneuil-sur-seine_projet_parc_photovoltaique__avis_delibere.pdf,5.8,5.0
2021apge66.pdf,18.85,15.31
p_2021_11018_pv_poitiers_86_signe.pdf,11.0,4.9
avis_centralephotovoltaique_douchy_les_mines.pdf,93.0,62.0
2023apo50.pdf,7.4,7.0
2021apge72.pdf,1.1,
7990_avis_projet_parc_photovoltaiqu__plainville.pdf,9.5,1.0
2022acvl33-3.pdf,36.6,30.0
2022apge121.pdf,76.1,44.8
2022apge135.pdf,18.0,6.52
2022apo78.pdf,15.7,15.8
p_2023_14888_avis_3eme_voie.pdf,6.18,6.0
p_2022_13151_a_pv_grignols_33_2-mrae_signe.pdf,45.0,33.0
p_2024_16786_cible_centrale_pv_lamothe-montravel_24.pdf,6.28,1.88
2023apo87.pdf,20.0,21.4
2023apbfc12_pv_saint_prive_89.pdf,40.0,28.2
8273_avis_pv_agrivolt_chepy_chartreuve.pdf,53.0,33.0
8076_avis_parc_agrivoltaique_goussancourt.pdf,35.3,1.0
2021apge99.pdf,15.0,30.0
7084_7085_avis_centrale_pitgam_steene.odt.pdf,14.7,1.0
mrae_avis_bonifacio_pv_vdef.pdf,48.6,22.7
p_2024_15792_pv_clairac.pdf,2.84,3.23
2022apge52.pdf,11.7,
p_2024_15483_avis_pv_3eme_v_capdrot__24_.pdf,16.5,11.9
2025apo111.pdf,41.0,5.85
7701_avis_photovoltaique_pc_warhem.pdf,11.1,1.0
pdl-2023-7147-7148_projet_centralepv_champfleury_spay_72_2023appdl76.pdf,10.7,5.39
p_2023_15084_a_crv1.pdf,18.0,6.3
2025apo21.pdf,10.66,3.3
p_2021_10672_pv_clerac_17_mrae_signe.pdf,20.4,
2025apcvl86_construction_d_un_parc_pv_a_genille_37_.pdf,,
2023apo8.pdf,3.1,2.5
9932_avis_tacite_centrale_pv_grandchamp_56_2022apb41_mentionsigne.pdf,,
2025apo35.pdf,15.25,10.44
2020apcvl69.pdf,,
250428_apara1869_actualisationeiparcpv_stpriest_69_delibere.pdf,2.3,2.7
7559_avis_centrale_photov_leforet.pdf,4.0,18.75
2025apge22.pdf,54.92,43.04
2022apge85.pdf,24.32,1.0
2023apbfc33_centrale_pv_aigremont_89.pdf,81.0,36.5
2020apcvl55.pdf,,
10662_avis_tacite_constructioncentralepv_trelivan_22_2023apb39_mentionsigne.pdf,,
p_2024_n16159_avis_ae_delegation_pv_au_sol_bias40-1.pdf,216.0,1.0
a_2023-4846_installation-photovoltaique-sol_glos_delibere.pdf,15.0,4.4
2021apbfc37_pv_clamecy_surgy_58.pdf,20.25,16.34
2023-09-13_boissise_la_bertrand_parc_photovoltaique_avis_delibere.pdf,32.0,11.8
2020apcvl40.pdf,14.5,
2020apcvl54.pdf,,
ap-1654-parcpv-saintgerandde_vaux-03publie-2.pdf,64.0,33.79
2025apge23.pdf,17.0,
2025apge37.pdf,76.2,
2020apcvl68.pdf,11.5,5.0
251028_apara1951_parcpv_mionnay_01_delibere.pdf,3.02,4.27
2021appaca19.pdf,110.0,
2024apo20.pdf,4.5,4.0
2023apo9.pdf,6.2,
2022-010574_prepa_avis_pv_castelnau_vmrae.pdf,4.2,4.1
2025apo34.pdf,30.0,15.37
2025apo20.pdf,8.8,8.8
p_2022_13122_a_pv_staubin-savignac-sur-leyze_47_mrae_signe-2.pdf,5.13,
002414_a_p.pdf,,
p_2024_15375_avis_delegation_pv_fargues-sur-ourbise_47.pdf,1900.0,6.7
p_2023_15162_avis.pdf,3.54,4.5
laserpent-pv-neoen_avismrae.pdf,18.8,19.5
8400-avis-centrale-leuilly-sous-coucy.pdf,7.26,1.0
181120_2018apbfc62b_photovoltaique_fragne-la_loyere_71.pdf,5.16,
2022apara20_parcpv_vallon_en_sully_03.pdf,30.0,4.8
11485_avistacite_constructioncentralepvausol_n_cessonsevigne_35_2024apb49.pdf,,
a_2021_4057_photovol_esquay_delibere.pdf,22.6,6.639
2025apo110.pdf,,
p_2020_10080_a_parc-photovoltaique_pranzac_16_mee_signe.pdf,7.1,5.0
006697avis-centrale-solairephotovoltaique-onnaing-rombies-marchipon.pdf,45.0,12.86
8621_avis_mec__ei_centrale_solaire_auby-2.pdf,40.0,75.2
2019apcvl78_centrale-photovoltaique_gievres.pdf,11.0,
2023apo92.pdf,8.286,4.06
2023apbfc29_pv_joux_la_ville_89.pdf,4379.0,87.5
2022appaca7.pdf,4.8,4.0
2022apge134.pdf,,2.71
2022apo79.pdf,7.0,4.8
2024-4281_v_varennes_89_delibere.pdf,106.0,107.5
6570_avis_centrale_solaire_la_calotterie.odt.pdf,10.3,1.0
avi_2019apguy9_extension_centrale_photovoltaique_sinnamary.pdf,150.0,
2023apbfc56_pv_etalante_21.pdf,129.3,
2021apge73.pdf,5.2,
2022ao55-10345_pv_montreal_redensolar-vmrae.pdf,7.9,4.99
p_2017_5868_avisae_photovoltaique-flottant_stmauricelaclouere_86_jt_mls_mrae_signe.pdf,5.6,
2022apbfc22_pv_merry_sur_yonne_89.pdf,18.31,
2023apo117.pdf,22.25,14.0
p_2023_13580_avis_ae_delegation_centrale_solaire_la_clotte_17_signe.pdf,250.0,5.88
p_2025-17383_centrale_agrivoltaique_st_martin_de_coux_17__signe.pdf,27.0,1.0
a_2021_3924_photovoltaique_fontenay_delibere.pdf,9.7,
2021apcvl10.pdf,7.8,1.0
2025apcvl45.pdf,9.6,1.0
2025apcvl51.pdf,129.0,3.0
p_2021_11283_a_signe.pdf,110.0,
p_2018_6258_a_fs2_mls_signe.pdf,20.0,4.24
2023apge30.pdf,6.3,
2024apge97.pdf,159.0,
2023apge18.pdf,5.5,5.0
2025-04-27_etampes_91__centrale_photovoltaique_delibere.pdf,44.0,1.0
2024apge103.pdf,19.6,
2022apbfc65_centralepv_avril_sur_loire_58.pdf,45.0,47.0
190415_apbfc19_photovoltaique_courlaoux-39_tacite.pdf,,
2019apge59.pdf,32.7,14.7
10840_avistacite_projet_pv_hautesgayeulles_rennes_35_2023apb61_mentionsigne.pdf,,
pdl-2022-5887_centralephotovoltaique_yvreleveque_72_2022appdl19.pdf,35.0,
20251209_apara1976_n7350_parcpv_taponas_69_delibere.pdf,11.0,14.0
2022apcvl22.pdf,50.0,1.0
2025apcvl2.pdf,250.0,1.0
absence_observation_aramont3_mrae2021apo1.pdf,,
pdl-2022-6643_projet_centralepv_beaupreauenmauges_49_2023appdl17.pdf,30.0,6.97
2022apbfc41_pv_selongey_21.pdf,4.61,1.8
11901_avistacite_centralepvausol_plouguernevel_22_2025apb2.pdf,,
a_2023-4980_photovoltaique_sol_evreux_delibere.pdf,2.3,1.7
pv-vins2-avismrae-1.pdf,121.0,31.24
2022apcvl26.pdf,10.0,1.0
p_2023_14079_avis_ygos-saint-saturnin_40_mee_rv.pdf,76.0,12.66
a_2025_5881_installation_agrivoltaique_isigny_delegue.pdf,19.4,
2020-8499_projet-avis_pv_stpapoul_engiepv_vdeliberee.pdf,16.07,13.88
2024appaca24.pdf,20.5,23.2
p_2021_11097_a_parc-photovoltaique_abzac-33_mrae_signe.pdf,68.0,
2022apbfc35_centralepv_champvert_58.pdf,4612.0,140.0
2019apge49.pdf,67.0,17.0
2020apo95_avis_mrae_treilles.pdf,5.3,2.4
pdl-2021-5798_centralepv_valeco_stjeandesechelles_2022appdl8.pdf,5.6,
2024apge93.pdf,13.0,1.0
2025apcvl55.pdf,,
2025apcvl41.pdf,,
8754-avis-centrale-solaire-boismont-2.pdf,12.79,11.79
p_2024_15931_agripv_pressac_86_2024-07-10_14-19-20_303.pdf,79.0,250.0
p_2024_16314_a_cible_centrale_pv_genouille-charroux_86.pdf,219.0,1.0
p_2024_16005_centrale_pv_le_palais-sur-vienne_87-2.pdf,6.73,4.83
p_2020_9714_avis_ae_delegation_centrale_mazerat_24_signe.pdf,460.0,8.6
2021apcvl28.pdf,32.0,2.0
p_2022_13125_collegiale_pv_saint_simon_de_bordes_17_mrae_signe.pdf,15.0,10.8
190218_apbfc07_photovoltaique_boyer_jugy_71.pdf,,
p_2024_15774_3v_centrale_pv_sol_doudrac_47.pdf,30.0,24.7
p_2023_14730_avis_parc__photovoltaique_saint_priest_taurion87_signe.pdf,692.0,4.7
a_2025_6253_installation_agrivol_st_scolasse_sur_sarthe_delegue-1.pdf,21.8,
251112-apara-1961-centralepv_allan_26_delibere.pdf,40.61,14.09
p_2018_7518_a_phot-st_yriex_87_mls_signe.pdf,5.53,2.7
p_2022_13229_a_photovolt_val_en_vignes_79_meeab_cp_signe.pdf,5.0,4.98
p_2022_13265_a_collegiale20221214_mrae_signe.pdf,280.0,86.61
2022apo69.pdf,7.5,6.5
avis_mrae_bfc-_2024-_4378_seance_06_08_2024_avis_mrae_extension_carriere_dpmec_chemaudin_25.pdf,35.9,
2023apo69.pdf,45.0,23.55
2025apcvl71_centrale_photovoltaique_bretagne.pdf,,
p_2023_14814_centrale_pv_sol_aigre_3eme_voie_mee_signe.pdf,1.81,1.8
2023apo55.pdf,4.2,4.0
20240118-ap-pv-lagardeadhemar-26_vym_vf.pdf,1126.0,3.04
p_2021_12028_pv_trizay_avis_post_collegiale_d-1.pdf,10.7,3.98
p_2019_7899_a_photovoltaique_villognon_16_mrae_signe.pdf,2.8,2.8
p_2024_17056_pv_bergerac_24vf.pdf,12.1,9.97
p_2018_7384_avis_ae_delegation_centrale_cherves_chatelars_16_signe.pdf,23.2,7.0
2022apo96.pdf,7.05,4.9
avis_mrae_2018apreu6_trois_cheminees_saint-pierre.pdf,3.75,5.0
avis2024apgua1delibere-signe2-2.pdf,,1.2
2022apo82.pdf,10.9,8.77
ap-1682_parcpvroussas_26_pour_publication.pdf,38.0,16.0
2023apo96.pdf,,
7417_avis_centralepv_waziers.pdf,7.38,9.39
p_2023_14098_pv_bergerac_creysse_signe.pdf,16.0,9.1
p_2024_n16493_agripv_bouglon_47.pdf,1180.0,5.73
p_2023_14056_a_centphot_payroux_86__mee.pdf,61.0,1.0
2025apo114.pdf,,
p_2025_17290_a_pv_jonzac_signe.pdf,9.52,10.89
2022apge43.pdf,6.0,6.5
2024apo18.pdf,50.0,12.9
2025-apo28.pdf,6.18,4.74
pdl-2022-5997_projet_centralephotovoltaique_arnage_72_2022appdl28.pdf,3.2,
p_2022_fb_13556_avis_pv_villefranche-du-queyran_47_vcollegiale_22-02-23signe_.pdf,18.0,8.62
a_2025-5880_installation_photovoltaique_laize_clinchamps.pdf,9.87,
2024apguy1_parc_solaire_corsicasol_macouria.pdf,13.1,4.5
2022apge80.pdf,8.6,12.0
p_2023_14647_collegiale_20231025_pvolt_captieuxmee_vdef.pdf,8.63,8.0
2023apcvl105.pdf,15.0,1.0
2022apge81.pdf,40.0,
9519_centrale_photovoltaique_janze_35_2022apb10_signe.pdf,3.56,
mrae972_2023apmar4_pc_fpv-carrieregouyer_stpierre_albiomav5-2.pdf,11.0,3.57
2021apge103.pdf,21.0,8.7
p_2024_15759_pv_st_seurin_33_2024-06-05_10-55-10_943-1-1.pdf,1.85,2.17
p_2019_7541_avismrae_delegation_centrale_photo_chevanceaux_17_mrae_signe.pdf,16.0,5.74
avis_mrae_2022apo90-2.pdf,,
p_2018_6251_a_mls_mrae_signe.pdf,42.0,14.3
2022apge42.pdf,1.5,
2024apo19.pdf,3.8,4.3
2025apo115.pdf,13.3,6.2
230214_apara19_gondailly_03.pdf,14.75,7.7
p_2021_10730_avis_parcpvsaint-leonard-noblat_87_mrae_signe.pdf,375.0,6.0
p_2024_n16288_st_aubin_le_cloud_79_collegiale_2024-09-18_12-47-11_609.pdf,88.9,1.0
avis_mrae_pv_agrivoltaique_aleria_vdef.pdf,33.0,21.3
p_2024-16998_pv_cible_saint_coutant_16_signe-3.pdf,33.8,1.0
p_2018_6805_avismrae_delegation_centrale_photo_espiet_33_mrae_signe.pdf,5.7,
2024apo31.pdf,9.0,2.84
2025apo25.pdf,,
2022apo83.pdf,18.0,18.5
p_2024_16221_centrale_agripv_asniere-en-poitou_79.pdf,25.28,13.3
2022apara146_parcpv_montreallacluse_01_vf.pdf,24.6,9.42
2023apo97.pdf,14.19,7.8
p_2024_15308_projet_de_parc_pv_saint-agnant-de-versillat_23-2.pdf,5.9,1.0
2022appaca2.pdf,4.6,1.5
p_2017_5774_avisae_photovoltaique_naujac-sur-mer_33_signe.pdf,5.3,
2019-006761-41909_6761_projet_photovoltaique_de_saint-vincent-sur-oust__56_.pdf,,
p_2020_9932_a_parc-solaire_nicole_47_mrae_signe.pdf,9.1,
2022apo40.pdf,,
2023apo40.pdf,39.0,18.0
2022apge119.pdf,56.7,3.0
2021apge62.pdf,33.0,7.8
2023apcvl77.pdf,70.0,28.6
p_2021_11660_parc_agrivoltaique_chassiecq_16_rv.pdf,103.0,31.45
ap-1817-defrichparcpv-coucouron-07_vym_publication-2.pdf,21.19,10.25
p_2022_12285_pv_biard_avismrae_signe.pdf,8.4,
p_2025_17252_centrale_agrivoltaique_losse_40.pdf,142.59,1.0
2022apgua11_f2.pdf,,
p_2023_14987_parc_photovoltaique_sos_47.pdf,72.0,13.49
pdl-2023-6821_projet_centralepv_sodebo_montaiguevendee_85_2023appdl40.pdf,2.0,10.25
a_2023-5162__installation-photovolataique_perche-en-noce_delibere.pdf,19.0,5.4
2023apo106.pdf,115.7,49.0
2020apbfc24_centralephotovoltaique_sennecey_le_grand_71.pdf,8.2,13.8
p_2023_14104_avis_ae_formule_centrale_photovoltaique_lescar_64_signe.pdf,4.67,5.77
2024-ara-ap-1797_vym_2025-01-06_19-55-33_295-1.pdf,4.66,4.165
2021apcvl29.pdf,6.0,1.0
7800_avis_centrale_solaire_mazinghem.odt.pdf,16.2,1.0
p_2023_15132_avis_pardaillan_pv_collegiale_v2-1.pdf,108.0,1.0
p_2020_9808_avis_ae_centrale_photovoltaique_granges-sur-lot_47_signe.pdf,2.7,2.14
2021apge5.pdf,21.25,26.1
p_2021_11016_photovoltaique_larocheposay_86_mrae_signe.pdf,58311.0,9.65
p_2023_13855_cr_pv_agrivoltaique_valdivienne_86_signe.pdf,15.65,14.77
p_2021_11255_avis_delegue__photov_noaillan_33_mee-2_crv.pdf,136.0,48.89
p_2022_12650_pv_charineau_avis_collegiale-rv.pdf,1900.0,29.0
2021_5279_avis_projet_photovoltaique_menneville.pdf,6.2,4.7
avis_2022apo84.pdf,,
2023appaca15.pdf,470.0,46.2
avis2024apgua4deibere_signe_rv.pdf,6.0,1.0
p_2018_6134_avis_delegation_centrale_photovoltaique_blanquefort_33_jt2_signe.pdf,38.0,
v7_ha_p_2021_11729_a_centrale_pv_flottante_genissac_mrae_signe.pdf,22.0,
2020apge29.pdf,27.07,29.7
2024appaca25.pdf,315.0,124.0
2025-ara-ap-1836_vdeliberee-2.pdf,3.87,4.52
mrae972_2019apmar4_pc_stpierre_centralephotovoltaique_vfin_280619.pdf,5.64,4.0
6635_et_6647_avisae_pc_centrae_photov_warluis.odt.pdf,81.7,25.0
p_2024_15957_pv_cible_surgeres_17.pdf,5.23,4.22
2022apbfc72_pv_chalezeule_25.pdf,3.8,3.25
241203_aparaxxx_parc_photovoltaique_sol_drugeac_15_delibere.pdf,16.71,5.0
2020apge15.pdf,4.92,
pdl-2021-5486_projet_centralepv_beille_72_2021appdl64.pdf,12.7,
p_2024_15506_a_pv_3voie_gurat_16.pdf,6.4,1.0
2023apara88_parcpvflottant_chateauneufsurisere_26.pdf,1000.0,13.48
2024appaca33.pdf,323.6,6.16
p_2025_17428_pv_lignet_86.pdf,44.9,15.0
2019apge89.pdf,15.33,14.0
2024appaca27.pdf,5.56,6.2
8944_avis_photov_violaines_cuinchy.pdf,9.1,9.128
p_2024_15808_pv_au_sol_avis_sencenac_24.pdf,5.3,4.99
a_2025_5900_installation_photovoltaique_moulins_sur_orne-delibere.pdf,4.3,
p_2021_10799_a_agrivoltaisme_castella_47_signe.pdf,73.0,13.9
2022apbfc57_centrale_pv_chatillon_sur_seine_21_defodt.pdf,22.15,20.47
